time_for_corner_1_avg,time_for_corner_2_avg,time_for_corner_3_avg,time_for_corner_4_avg,time_for_corner_1_sd,time_for_corner_2_sd,time_for_corner_3_sd,time_for_corner_4_sd,overall_score_avg,score_corner_1_avg,score_corner_2_avg,score_corner_3_avg,score_corner_4_avg,score_activity_01_avg,score_activity_02_avg,score_activity_03_avg,score_activity_04_avg,score_activity_05_avg,score_activity_06_avg,score_activity_07_avg,score_activity_08_avg,score_activity_09_avg,score_activity_10_avg,score_activity_11_avg,score_activity_12_avg,score_activity_13_avg,score_activity_14_avg,score_competence_10_02_avg,score_competence_10_03_avg,score_competence_10_04_avg,score_competence_10_05_avg,score_competence_10_08_avg,score_competence_10_10_avg
155.157191178378,57.9712794177672,39.6591911666534,22.94714285305568,85.26980012790966,27.739280510242924,22.51801374197872,14.004372584455458,0.9689705882352941,0.9689705882352941,0.9439705882352941,0.92,0.8780882352941176,0.8823529411764706,0.9705882352941176,0.9411764705882353,0.9264705882352942,0.9705882352941176,0.9705882352941176,0.9411764705882353,0.7941176470588235,0.9558823529411765,0.9705882352941176,0.9705882352941176,0.9117647058823529,0.8970588235294118,0.8676470588235294,0.9352941176470588,0.9338235294117647,0.9705882352941176,0.9632352941176471,0.8676470588235294,0.7941176470588235
